OrderID,CustomerID,CustomerName,ProductID,ProductName,Category,Quantity,UnitPrice,OrderDate,City
MUMORD0102,CUST4310,Customer_78,P002,Mobile,Electronics,9,27000,2026-05-16,Mumbai
MUMORD0103,CUST8482,Customer_74,P005,Shoes,Clothing,5,2800,2026-03-14,Mumbai
MUMORD0104,CUST9988,Customer_138,P005,Shoes,Clothing,10,2800,2026-03-22,Mumbai
MUMORD0105,CUST3872,Customer_45,P002,Mobile,Electronics,5,27000,2026-04-28,Mumbai
MUMORD0106,CUST8187,Customer_3,P002,Mobile,Electronics,6,27000,2026-03-15,Mumbai
MUMORD0107,CUST2443,Customer_57,P004,T-Shirt,Clothing,4,900,2026-04-12,Mumbai
MUMORD0108,CUST9792,Customer_162,P004,T-Shirt,Clothing,10,900,2026-03-29,Mumbai
MUMORD0109,CUST3413,Customer_34,P005,Shoes,Clothing,6,2800,2026-03-16,Mumbai
MUMORD0110,CUST5465,Customer_97,P006,Mixer,Home Appliances,3,3800,2026-05-27,Mumbai
MUMORD0111,CUST6405,Customer_62,P006,Mixer,Home Appliances,1,3800,2026-06-03,Mumbai
MUMORD0112,CUST4845,Customer_7,P002,Mobile,Electronics,3,27000,2026-04-18,Mumbai
MUMORD0113,CUST5095,Customer_164,P005,Shoes,Clothing,7,2800,2026-02-25,Mumbai
MUMORD0114,CUST5353,Customer_89,P006,Mixer,Home Appliances,5,3800,2026-03-15,Mumbai
MUMORD0115,CUST3400,Customer_98,P005,Shoes,Clothing,5,2800,2026-02-23,Mumbai
MUMORD0116,CUST4186,Customer_96,P004,T-Shirt,Clothing,8,900,2026-05-17,Mumbai
MUMORD0117,CUST3188,Customer_100,P007,Microwave,Home Appliances,7,13000,2026-05-03,Mumbai
MUMORD0118,CUST5216,Customer_178,P007,Microwave,Home Appliances,7,13000,2026-03-05,Mumbai
MUMORD0119,CUST1422,Customer_12,P004,T-Shirt,Clothing,4,900,2026-03-20,Mumbai
MUMORD0120,CUST9884,Customer_10,P006,Mixer,Home Appliances,4,3800,2026-04-09,Mumbai
MUMORD0121,CUST2899,Customer_33,P002,Mobile,Electronics,2,27000,2026-05-15,Mumbai
MUMORD0122,CUST9123,Customer_41,P007,Microwave,Home Appliances,10,13000,2026-02-18,Mumbai
MUMORD0123,CUST4216,Customer_119,P002,Mobile,Electronics,2,27000,2026-04-13,Mumbai
MUMORD0124,CUST6336,Customer_90,P005,Shoes,Clothing,5,2800,2026-06-17,Mumbai
MUMORD0125,CUST2204,Customer_44,P004,T-Shirt,Clothing,4,900,2026-02-18,Mumbai
MUMORD0126,CUST8310,Customer_129,P005,Shoes,Clothing,8,2800,2026-06-06,Mumbai
MUMORD0127,CUST3323,Customer_47,P004,T-Shirt,Clothing,8,900,2026-04-19,Mumbai
MUMORD0128,CUST6917,Customer_9,P007,Microwave,Home Appliances,4,13000,2026-05-07,Mumbai
MUMORD0129,CUST4136,Customer_177,P005,Shoes,Clothing,6,2800,2026-02-26,Mumbai
MUMORD0130,CUST3186,,P002,Mobile,Electronics,7,27000,2026-05-21,Mumbai
MUMORD0131,CUST7533,Customer_114,P005,Shoes,Clothing,7,2800,2026-01-13,Mumbai
MUMORD0132,CUST7305,Customer_109,P005,Shoes,Clothing,7,2800,2026-03-08,Mumbai
MUMORD0133,CUST7376,Customer_75,P005,Shoes,Clothing,7,2800,2026-06-23,Mumbai
MUMORD0134,CUST3242,Customer_14,P007,Microwave,Home Appliances,2,13000,2026-01-23,Mumbai
MUMORD0135,CUST5089,Customer_26,P007,Microwave,Home Appliances,2,13000,2026-02-14,Mumbai
MUMORD0136,CUST6852,Customer_7,P006,Mixer,Home Appliances,3,3800,2026-03-27,Mumbai
MUMORD0137,CUST5034,Customer_95,P005,Shoes,Clothing,7,2800,2026-01-03,Mumbai
MUMORD0138,CUST1972,Customer_27,P004,T-Shirt,Clothing,4,900,2026-03-15,Mumbai
MUMORD0139,CUST2995,Customer_71,P005,Shoes,Clothing,8,2800,2026-04-15,Mumbai
MUMORD0140,CUST2499,Customer_94,P007,Microwave,Home Appliances,9,13000,2026-02-11,Mumbai
MUMORD0141,CUST5739,Customer_96,P006,Mixer,Home Appliances,7,3800,2026-05-30,Mumbai
MUMORD0142,CUST4687,Customer_63,P005,Shoes,Clothing,3,2800,2026-04-22,Mumbai
MUMORD0143,CUST6861,Customer_117,P006,Mixer,Home Appliances,2,3800,2026-05-14,Mumbai
MUMORD0144,CUST8705,Customer_89,P004,T-Shirt,Clothing,2,900,2026-03-25,Mumbai
MUMORD0145,CUST4120,Customer_46,P005,Shoes,Clothing,5,2800,2026-01-12,Mumbai
MUMORD0146,CUST9004,Customer_179,P005,Shoes,Clothing,4,2800,2026-03-26,Mumbai
MUMORD0147,CUST8561,Customer_36,P007,Microwave,Home Appliances,1,13000,2026-01-11,Mumbai
MUMORD0148,CUST6568,Customer_174,P002,Mobile,Electronics,10,27000,2026-04-30,Mumbai
MUMORD0149,CUST3969,Customer_177,P002,Mobile,Electronics,3,27000,2026-04-12,Mumbai
MUMORD0150,CUST1147,Customer_68,P004,T-Shirt,Clothing,2,900,2026-01-28,Mumbai
MUMORD0151,CUST9419,Customer_2,P004,T-Shirt,Clothing,7,900,2026-03-04,Mumbai
MUMORD0152,CUST3594,Customer_161,P002,Mobile,Electronics,10,27000,2026-05-12,Mumbai
MUMORD0153,CUST9245,Customer_65,P004,T-Shirt,Clothing,6,900,2026-05-26,Mumbai
MUMORD0154,CUST9898,Customer_103,P005,Shoes,Clothing,5,2800,2026-03-28,Mumbai
MUMORD0155,CUST3646,Customer_127,P006,Mixer,Home Appliances,8,3800,2026-03-13,Mumbai
MUMORD0156,CUST9739,Customer_40,P007,Microwave,Home Appliances,4,13000,2026-05-08,Mumbai
MUMORD0157,CUST5264,Customer_41,P004,T-Shirt,Clothing,4,900,2026-04-07,Mumbai
MUMORD0158,CUST8540,Customer_23,P002,Mobile,Electronics,3,27000,2026-06-05,Mumbai
MUMORD0159,CUST2553,Customer_4,P006,Mixer,Home Appliances,5,3800,2026-01-27,Mumbai
MUMORD0160,CUST8864,Customer_84,P005,Shoes,Clothing,4,2800,2026-03-14,Mumbai
MUMORD0161,CUST6695,Customer_166,P002,Mobile,Electronics,8,27000,2026-02-06,Mumbai
MUMORD0162,CUST8860,Customer_93,P007,Microwave,Home Appliances,3,13000,2026-04-19,Mumbai
MUMORD0163,CUST6576,Customer_167,P006,Mixer,Home Appliances,2,3800,2026-05-31,Mumbai
MUMORD0164,CUST7554,Customer_172,P004,T-Shirt,Clothing,1,900,2026-04-04,Mumbai
MUMORD0165,CUST5213,Customer_56,P006,Mixer,Home Appliances,9,3800,2026-06-09,Mumbai
MUMORD0166,CUST6425,Customer_166,P002,Mobile,Electronics,3,27000,2026-02-10,Mumbai
MUMORD0167,CUST7454,Customer_39,P007,Microwave,Home Appliances,3,13000,2026-06-06,Mumbai
MUMORD0168,CUST8394,Customer_163,P007,Microwave,Home Appliances,7,13000,2026-03-06,Mumbai
MUMORD0169,CUST7256,Customer_172,P005,Shoes,Clothing,2,2800,2026-03-29,Mumbai
MUMORD0170,CUST9559,Customer_141,P005,Shoes,Clothing,6,2800,2026-03-21,Mumbai
MUMORD0171,CUST9137,Customer_88,P004,T-Shirt,Clothing,9,900,2026-04-30,Mumbai
MUMORD0172,CUST3056,Customer_114,P006,Mixer,Home Appliances,5,3800,2026-06-28,Mumbai
MUMORD0173,CUST8274,Customer_175,P002,Mobile,Electronics,4,27000,2026-05-28,Mumbai
MUMORD0174,CUST5160,Customer_110,P004,T-Shirt,Clothing,8,900,2026-05-08,Mumbai
MUMORD0175,CUST6157,Customer_178,P007,Microwave,Home Appliances,4,13000,2026-01-03,Mumbai
MUMORD0176,CUST1198,Customer_73,P002,Mobile,Electronics,6,27000,2026-02-09,Mumbai
MUMORD0177,CUST6466,Customer_15,P007,Microwave,Home Appliances,3,13000,2026-06-09,Mumbai
MUMORD0178,CUST4056,Customer_26,P004,T-Shirt,Clothing,9,900,2026-02-21,Mumbai
MUMORD0179,CUST8069,Customer_116,P006,Mixer,Home Appliances,10,3800,2026-04-04,Mumbai
MUMORD0180,CUST6220,Customer_174,P002,Mobile,Electronics,5,27000,2026-05-04,Mumbai
MUMORD0181,CUST2296,Customer_31,P005,Shoes,Clothing,1,2800,2026-06-17,Mumbai
MUMORD0182,CUST5313,Customer_169,P006,Mixer,Home Appliances,8,3800,2026-01-16,Mumbai
MUMORD0183,CUST5943,Customer_66,P006,Mixer,Home Appliances,7,3800,2026-06-25,Mumbai
MUMORD0184,CUST8216,Customer_155,P006,Mixer,Home Appliances,8,3800,2026-03-22,Mumbai
MUMORD0185,CUST2947,Customer_159,P005,Shoes,Clothing,10,2800,2026-05-07,Mumbai
MUMORD0186,CUST7180,Customer_168,P007,Microwave,Home Appliances,6,13000,2026-04-01,Mumbai
MUMORD0187,CUST9408,Customer_77,P005,Shoes,Clothing,2,2800,2026-05-10,Mumbai
MUMORD0188,CUST8381,Customer_62,P004,T-Shirt,Clothing,9,900,2026-06-11,Mumbai
MUMORD0189,CUST9290,Customer_114,P004,T-Shirt,Clothing,5,900,2026-02-04,Mumbai
MUMORD0190,CUST4008,Customer_131,P005,Shoes,Clothing,1,2800,2026-02-26,Mumbai
MUMORD0191,CUST4182,Customer_47,P002,Mobile,Electronics,9,27000,2026-03-14,Mumbai
MUMORD0192,CUST2621,Customer_75,P004,T-Shirt,Clothing,2,900,2026-04-21,Mumbai
MUMORD0193,CUST1602,Customer_11,P005,Shoes,Clothing,10,2800,2026-01-15,Mumbai
MUMORD0194,CUST7391,Customer_148,P007,Microwave,Home Appliances,9,13000,2026-01-19,Mumbai
MUMORD0195,CUST7788,,P004,T-Shirt,Clothing,10,900,2026-02-11,Mumbai
MUMORD0196,CUST1470,Customer_11,P005,Shoes,Clothing,7,2800,2026-06-08,Mumbai
MUMORD0197,CUST1303,Customer_28,P007,Microwave,Home Appliances,3,13000,2026-05-11,Mumbai
MUMORD0198,CUST2051,Customer_113,P006,Mixer,Home Appliances,2,3800,2026-06-18,Mumbai
MUMORD0199,CUST6578,Customer_24,P002,Mobile,Electronics,7,27000,2026-04-18,Mumbai
MUMORD0200,CUST1940,Customer_92,P006,Mixer,Home Appliances,10,3800,2026-05-16,Mumbai
MUMORD0201,CUST8744,Customer_166,P002,Mobile,Electronics,4,27000,2026-04-14,Mumbai
MUMORD0202,CUST1774,Customer_134,P004,T-Shirt,Clothing,9,900,2026-02-16,Mumbai
MUMORD0203,CUST7499,Customer_72,P002,Mobile,Electronics,6,27000,2026-05-19,Mumbai
MUMORD0204,CUST4851,Customer_122,P004,T-Shirt,Clothing,10,900,2026-04-06,Mumbai
MUMORD0205,CUST2596,Customer_63,P004,T-Shirt,Clothing,7,900,2026-03-12,Mumbai
MUMORD0206,CUST8318,Customer_162,P002,Mobile,Electronics,6,27000,2026-02-08,Mumbai
MUMORD0207,CUST9012,Customer_49,P005,Shoes,Clothing,2,2800,2026-01-30,Mumbai
MUMORD0208,CUST8471,Customer_131,P006,Mixer,Home Appliances,5,3800,2026-03-18,Mumbai
MUMORD0209,CUST7350,Customer_19,P002,Mobile,Electronics,5,27000,2026-05-05,Mumbai
MUMORD0210,CUST1914,Customer_94,P004,T-Shirt,Clothing,5,900,2026-06-11,Mumbai
MUMORD0211,CUST1464,Customer_51,P006,Mixer,Home Appliances,4,3800,2026-01-21,Mumbai
MUMORD0212,CUST7017,Customer_175,P002,Mobile,Electronics,6,27000,2026-01-19,Mumbai
MUMORD0213,CUST7826,Customer_4,P005,Shoes,Clothing,1,2800,2026-04-19,Mumbai
MUMORD0214,CUST6386,Customer_17,P004,T-Shirt,Clothing,1,900,2026-05-03,Mumbai
MUMORD0215,CUST4814,Customer_116,P002,Mobile,Electronics,1,27000,2026-01-25,Mumbai
MUMORD0216,CUST7108,Customer_169,P006,Mixer,Home Appliances,5,3800,2026-01-16,Mumbai
MUMORD0217,CUST6187,Customer_7,P004,T-Shirt,Clothing,6,900,2026-04-07,Mumbai
MUMORD0218,CUST6975,Customer_51,P005,Shoes,Clothing,10,2800,2026-04-13,Mumbai
MUMORD0219,CUST6391,Customer_145,P007,Microwave,Home Appliances,8,13000,2026-04-25,Mumbai
MUMORD0220,CUST2375,Customer_160,P004,T-Shirt,Clothing,7,900,2026-03-31,Mumbai
MUMORD0221,CUST7804,Customer_85,P002,Mobile,Electronics,4,27000,2026-01-15,Mumbai
MUMORD0222,CUST6912,Customer_49,P007,Microwave,Home Appliances,9,13000,2026-04-29,Mumbai
MUMORD0223,CUST2004,Customer_33,P006,Mixer,Home Appliances,4,3800,2026-06-22,Mumbai
MUMORD0224,CUST5337,Customer_127,P007,Microwave,Home Appliances,4,13000,2026-06-05,Mumbai
MUMORD0225,CUST4489,Customer_31,P002,Mobile,Electronics,1,27000,2026-02-08,Mumbai
MUMORD0226,CUST5271,Customer_69,P004,T-Shirt,Clothing,1,900,2026-05-03,Mumbai
MUMORD0227,CUST1182,Customer_139,P006,Mixer,Home Appliances,2,3800,2026-03-18,Mumbai
MUMORD0228,CUST1601,Customer_27,P004,T-Shirt,Clothing,1,900,2026-05-22,Mumbai
MUMORD0229,CUST3545,Customer_11,P005,Shoes,Clothing,2,2800,2026-06-21,Mumbai
MUMORD0230,CUST4642,Customer_6,P006,Mixer,Home Appliances,1,3800,2026-05-11,Mumbai
MUMORD0231,CUST9988,Customer_149,P005,Shoes,Clothing,5,2800,2026-01-22,Mumbai
MUMORD0232,CUST9860,Customer_152,P006,Mixer,Home Appliances,3,3800,2026-04-02,Mumbai
MUMORD0233,CUST9052,Customer_22,P007,Microwave,Home Appliances,6,13000,2026-03-22,Mumbai
MUMORD0234,CUST9301,Customer_128,P007,Microwave,Home Appliances,5,13000,2026-05-05,Mumbai
MUMORD0235,CUST9787,Customer_158,P005,Shoes,Clothing,2,2800,2026-03-31,Mumbai
MUMORD0236,CUST8811,Customer_169,P004,T-Shirt,Clothing,2,900,2026-02-21,Mumbai
MUMORD0237,CUST5375,Customer_3,P007,Microwave,Home Appliances,6,13000,2026-04-28,Mumbai
MUMORD0238,CUST3003,Customer_67,P004,T-Shirt,Clothing,6,900,2026-02-27,Mumbai
MUMORD0239,CUST2507,Customer_104,P006,Mixer,Home Appliances,2,3800,2026-04-07,Mumbai
MUMORD0240,CUST5241,Customer_177,P005,Shoes,Clothing,7,2800,2026-03-29,Mumbai
MUMORD0241,CUST5098,Customer_97,P002,Mobile,Electronics,2,27000,2026-05-27,Mumbai
MUMORD0242,CUST4637,Customer_145,P004,T-Shirt,Clothing,3,900,2026-06-29,Mumbai
MUMORD0243,CUST4760,Customer_45,P005,Shoes,Clothing,6,2800,2026-02-06,Mumbai
MUMORD0244,CUST3277,Customer_55,P002,Mobile,Electronics,6,27000,2026-03-04,Mumbai
MUMORD0245,CUST3560,Customer_74,P002,Mobile,Electronics,4,27000,2026-02-06,Mumbai
MUMORD0246,CUST6633,Customer_174,P007,Microwave,Home Appliances,3,13000,2026-05-30,Mumbai
MUMORD0247,CUST2825,Customer_157,P004,T-Shirt,Clothing,9,900,2026-03-11,Mumbai
MUMORD0248,CUST8163,Customer_108,P006,Mixer,Home Appliances,6,3800,2026-05-23,Mumbai
MUMORD0249,CUST6990,Customer_82,P005,Shoes,Clothing,2,2800,2026-04-03,Mumbai
MUMORD0250,CUST2588,Customer_110,P005,Shoes,Clothing,3,2800,2026-02-02,Mumbai
MUMORD0251,CUST5787,Customer_51,P004,T-Shirt,Clothing,9,900,2026-02-10,Mumbai
MUMORD0252,CUST2133,Customer_67,P006,Mixer,Home Appliances,1,3800,2026-05-29,Mumbai
MUMORD0253,CUST3078,Customer_128,P002,Mobile,Electronics,10,27000,2026-01-17,Mumbai
MUMORD0254,CUST4575,Customer_176,P005,Shoes,Clothing,8,2800,2026-02-13,Mumbai
MUMORD0255,CUST7361,Customer_156,P002,Mobile,Electronics,4,27000,2026-03-15,Mumbai
MUMORD0256,CUST5785,Customer_72,P002,Mobile,Electronics,4,27000,2026-02-10,Mumbai
MUMORD0257,CUST9165,Customer_104,P002,Mobile,Electronics,5,27000,2026-04-10,Mumbai
MUMORD0258,CUST2594,Customer_157,P002,Mobile,Electronics,7,27000,2026-05-28,Mumbai
MUMORD0259,CUST2533,Customer_83,P002,Mobile,Electronics,4,27000,2026-01-05,Mumbai
MUMORD0260,CUST6414,,P007,Microwave,Home Appliances,9,13000,2026-04-15,Mumbai
MUMORD0261,CUST7860,Customer_57,P002,Mobile,Electronics,8,27000,2026-02-21,Mumbai
MUMORD0262,CUST4112,Customer_105,P007,Microwave,Home Appliances,9,13000,2026-01-18,Mumbai
MUMORD0263,CUST7720,Customer_135,P004,T-Shirt,Clothing,9,900,2026-02-24,Mumbai
MUMORD0264,CUST1108,Customer_171,P006,Mixer,Home Appliances,7,3800,2026-02-23,Mumbai
MUMORD0265,CUST5921,Customer_133,P007,Microwave,Home Appliances,4,13000,2026-04-09,Mumbai
MUMORD0266,CUST6892,Customer_174,P002,Mobile,Electronics,8,27000,2026-05-17,Mumbai
MUMORD0267,CUST9993,Customer_22,P002,Mobile,Electronics,4,27000,2026-04-28,Mumbai
MUMORD0268,CUST4492,Customer_113,P006,Mixer,Home Appliances,1,3800,2026-06-17,Mumbai
