OrderID,CustomerID,CustomerName,ProductID,ProductName,Category,Quantity,UnitPrice,OrderDate,City
ORDC0114,CUST5543,Customer_164,P005,Shoes,Clothing,4,2500,2026-05-14,Chennai
ORDC0115,CUST8206,Customer_71,P008,Novel,Books,4,500,2026-01-20,Chennai
ORDC0116,CUST6502,Customer_70,P005,Shoes,Clothing,4,2500,2026-03-23,Chennai
ORDC0117,CUST3471,Customer_36,P009,Cricket Bat,Sports,2,1800,2026-03-01,Chennai
ORDC0118,CUST2052,Customer_55,P007,Microwave,Home Appliances,3,12000,2026-04-17,Chennai
ORDC0119,CUST8633,Customer_139,P007,Microwave,Home Appliances,6,12000,2026-04-17,Chennai
ORDC0120,CUST7381,Customer_108,P001,Laptop,Electronics,4,55000,2026-05-30,Chennai
ORDC0121,CUST8814,Customer_98,P001,Laptop,Electronics,10,55000,2026-01-02,Chennai
ORDC0122,CUST7865,Customer_100,P006,Mixer,Home Appliances,5,3500,2026-05-18,Chennai
ORDC0123,CUST8999,Customer_57,P009,Cricket Bat,Sports,10,1800,2026-02-26,Chennai
ORDC0124,CUST1475,Customer_125,P005,Shoes,Clothing,7,2500,2026-04-10,Chennai
ORDC0125,CUST8657,Customer_43,P006,Mixer,Home Appliances,7,3500,2026-02-02,Chennai
ORDC0126,CUST7455,Customer_7,P010,Football,Sports,9,900,2026-06-01,Chennai
ORDC0127,CUST8022,Customer_22,P010,Football,Sports,1,900,2026-02-04,Chennai
ORDC0128,CUST5262,Customer_13,P008,Novel,Books,3,500,2026-04-08,Chennai
ORDC0129,CUST6355,Customer_117,P006,Mixer,Home Appliances,4,3500,2026-03-28,Chennai
ORDC0130,CUST5133,Customer_108,P007,Microwave,Home Appliances,5,12000,2026-01-21,Chennai
ORDC0131,CUST1853,Customer_139,P008,Novel,Books,1,500,2026-03-31,Chennai
ORDC0132,CUST1659,Customer_167,P004,T-Shirt,Clothing,2,800,2026-01-08,Chennai
ORDC0133,CUST3496,Customer_6,P004,T-Shirt,Clothing,4,800,2026-03-03,Chennai
ORDC0134,CUST2874,Customer_172,P003,Headphones,Electronics,8,2000,2026-05-25,Chennai
ORDC0135,CUST5198,Customer_180,P004,T-Shirt,Clothing,8,800,2026-04-05,Chennai
ORDC0136,CUST2876,Customer_156,P003,Headphones,Electronics,10,2000,2026-02-11,Chennai
ORDC0137,CUST1420,Customer_149,P005,Shoes,Clothing,2,2500,2026-03-21,Chennai
ORDC0138,CUST4249,Customer_102,P010,Football,Sports,7,900,2026-01-20,Chennai
ORDC0139,CUST5941,Customer_27,P010,Football,Sports,4,900,2026-06-25,Chennai
ORDC0140,CUST1672,,P010,Football,Sports,2,900,2026-03-30,Chennai
ORDC0141,CUST7071,Customer_170,P009,Cricket Bat,Sports,7,1800,2026-01-18,Chennai
ORDC0142,CUST7882,Customer_4,P009,Cricket Bat,Sports,6,1800,2026-05-06,Chennai
ORDC0143,CUST8532,Customer_93,P002,Mobile,Electronics,7,25000,2026-02-09,Chennai
ORDC0144,CUST5425,Customer_134,P007,Microwave,Home Appliances,3,12000,2026-06-07,Chennai
ORDC0145,CUST8136,Customer_120,P009,Cricket Bat,Sports,8,1800,2026-06-01,Chennai
ORDC0146,CUST2419,Customer_63,P005,Shoes,Clothing,6,2500,2026-03-13,Chennai
ORDC0147,CUST7209,Customer_119,P008,Novel,Books,4,500,2026-03-28,Chennai
ORDC0148,CUST3979,Customer_84,P001,Laptop,Electronics,8,55000,2026-05-05,Chennai
ORDC0149,CUST6576,Customer_67,P004,T-Shirt,Clothing,6,800,2026-03-13,Chennai
ORDC0150,CUST1166,Customer_143,P010,Football,Sports,5,900,2026-05-13,Chennai
ORDC0151,CUST7658,Customer_62,P004,T-Shirt,Clothing,2,800,2026-05-06,Chennai
ORDC0152,CUST8800,Customer_177,P009,Cricket Bat,Sports,4,1800,2026-06-15,Chennai
ORDC0153,CUST2524,Customer_5,P008,Novel,Books,8,500,2026-03-17,Chennai
ORDC0154,CUST4986,Customer_178,P004,T-Shirt,Clothing,7,800,2026-03-20,Chennai
ORDC0155,CUST9698,Customer_122,P010,Football,Sports,6,900,2026-03-30,Chennai
ORDC0156,CUST6764,Customer_85,P007,Microwave,Home Appliances,9,12000,2026-06-29,Chennai
ORDC0157,CUST5118,Customer_79,P008,Novel,Books,5,500,2026-03-01,Chennai
ORDC0158,CUST2958,Customer_81,P002,Mobile,Electronics,4,25000,2026-05-18,Chennai
ORDC0159,CUST8933,Customer_56,P003,Headphones,Electronics,4,2000,2026-03-12,Chennai
ORDC0160,CUST5636,Customer_153,P010,Football,Sports,9,900,2026-01-26,Chennai
ORDC0161,CUST6912,Customer_59,P004,T-Shirt,Clothing,5,800,2026-02-15,Chennai
ORDC0162,CUST3073,Customer_137,P005,Shoes,Clothing,1,2500,2026-03-12,Chennai
ORDC0163,CUST5786,Customer_142,P001,Laptop,Electronics,1,55000,2026-06-28,Chennai
ORDC0164,CUST1200,Customer_27,P003,Headphones,Electronics,8,2000,2026-05-27,Chennai
ORDC0165,CUST8216,Customer_123,P005,Shoes,Clothing,8,2500,2026-03-29,Chennai
ORDC0166,CUST8827,Customer_65,P003,Headphones,Electronics,1,2000,2026-01-30,Chennai
ORDC0167,CUST2213,Customer_126,P002,Mobile,Electronics,7,25000,2026-05-28,Chennai
ORDC0168,CUST5978,Customer_39,P001,Laptop,Electronics,3,55000,2026-01-22,Chennai
ORDC0169,CUST7818,Customer_143,P004,T-Shirt,Clothing,2,800,2026-06-05,Chennai
ORDC0170,CUST9561,Customer_58,P010,Football,Sports,10,900,2026-04-08,Chennai
ORDC0171,CUST8025,Customer_77,P008,Novel,Books,8,500,2026-03-20,Chennai
ORDC0172,CUST2625,Customer_16,P010,Football,Sports,10,900,2026-02-23,Chennai
ORDC0173,CUST2330,Customer_170,P004,T-Shirt,Clothing,5,800,2026-02-10,Chennai
ORDC0174,CUST2229,Customer_142,P004,T-Shirt,Clothing,3,800,2026-02-10,Chennai
ORDC0175,CUST8699,Customer_116,P001,Laptop,Electronics,7,55000,2026-03-16,Chennai
ORDC0176,CUST5632,Customer_74,P001,Laptop,Electronics,4,55000,2026-06-29,Chennai
ORDC0177,CUST4824,Customer_176,P008,Novel,Books,2,500,2026-03-09,Chennai
ORDC0178,CUST2880,Customer_109,P010,Football,Sports,4,900,2026-05-20,Chennai
ORDC0179,CUST3330,Customer_69,P004,T-Shirt,Clothing,3,800,2026-01-19,Chennai
ORDC0180,CUST5728,Customer_79,P001,Laptop,Electronics,3,55000,2026-04-23,Chennai
ORDC0181,CUST5982,Customer_177,P002,Mobile,Electronics,8,25000,2026-06-29,Chennai
ORDC0182,CUST9847,Customer_129,P007,Microwave,Home Appliances,5,12000,2026-05-07,Chennai
ORDC0183,CUST1653,Customer_154,P008,Novel,Books,2,500,2026-04-21,Chennai
ORDC0184,CUST1423,Customer_65,P006,Mixer,Home Appliances,10,3500,2026-01-24,Chennai
ORDC0185,CUST1339,Customer_151,P004,T-Shirt,Clothing,10,800,2026-06-22,Chennai
ORDC0186,CUST3870,Customer_11,P005,Shoes,Clothing,10,2500,2026-05-01,Chennai
ORDC0187,CUST3973,Customer_72,P009,Cricket Bat,Sports,8,1800,2026-05-30,Chennai
ORDC0188,CUST8700,Customer_24,P007,Microwave,Home Appliances,8,12000,2026-03-31,Chennai
ORDC0189,CUST2713,Customer_83,P007,Microwave,Home Appliances,6,12000,2026-02-11,Chennai
ORDC0190,CUST9117,Customer_178,P006,Mixer,Home Appliances,7,3500,2026-03-15,Chennai
ORDC0191,CUST8451,Customer_10,P007,Microwave,Home Appliances,9,12000,2026-01-23,Chennai
ORDC0192,CUST2899,Customer_83,P006,Mixer,Home Appliances,5,3500,2026-04-14,Chennai
ORDC0193,CUST9889,Customer_169,P009,Cricket Bat,Sports,1,1800,2026-04-29,Chennai
ORDC0194,CUST9494,Customer_49,P007,Microwave,Home Appliances,1,12000,2026-04-03,Chennai
ORDC0195,CUST8242,Customer_161,P010,Football,Sports,8,900,2026-01-14,Chennai
ORDC0196,CUST3146,Customer_141,P004,T-Shirt,Clothing,5,800,2026-03-15,Chennai
ORDC0197,CUST1472,Customer_32,P008,Novel,Books,8,500,2026-06-11,Chennai
ORDC0198,CUST6091,Customer_41,P010,Football,Sports,4,900,2026-05-22,Chennai
ORDC0199,CUST2527,Customer_105,P001,Laptop,Electronics,9,55000,2026-02-27,Chennai
ORDC0200,CUST3522,Customer_31,P002,Mobile,Electronics,8,25000,2026-05-08,Chennai
ORDC0201,CUST7807,Customer_70,P005,Shoes,Clothing,9,2500,2026-05-04,Chennai
ORDC0202,CUST3369,Customer_117,P008,Novel,Books,4,500,2026-04-09,Chennai
ORDC0203,CUST3236,Customer_131,P004,T-Shirt,Clothing,10,800,2026-01-18,Chennai
ORDC0204,CUST9318,Customer_88,P005,Shoes,Clothing,7,2500,2026-03-10,Chennai
ORDC0205,CUST9022,Customer_77,P001,Laptop,Electronics,5,55000,2026-02-08,Chennai
ORDC0206,CUST6654,Customer_124,P008,Novel,Books,9,500,2026-03-27,Chennai
ORDC0207,CUST8460,Customer_97,P009,Cricket Bat,Sports,9,1800,2026-03-24,Chennai
ORDC0208,CUST7274,Customer_147,P004,T-Shirt,Clothing,4,800,2026-03-01,Chennai
ORDC0209,CUST8749,Customer_82,P007,Microwave,Home Appliances,1,12000,2026-06-30,Chennai
ORDC0210,CUST3492,,P007,Microwave,Home Appliances,7,12000,2026-05-07,Chennai
ORDC0211,CUST6439,Customer_129,P001,Laptop,Electronics,3,55000,2026-01-26,Chennai
ORDC0212,CUST8486,Customer_135,P008,Novel,Books,2,500,2026-01-04,Chennai
ORDC0213,CUST3529,Customer_168,P003,Headphones,Electronics,7,2000,2026-01-20,Chennai
ORDC0214,CUST7512,Customer_87,P008,Novel,Books,5,500,2026-06-16,Chennai
ORDC0215,CUST9742,Customer_173,P002,Mobile,Electronics,6,25000,2026-04-08,Chennai
ORDC0216,CUST1588,Customer_139,P006,Mixer,Home Appliances,8,3500,2026-06-08,Chennai
ORDC0217,CUST5708,Customer_162,P002,Mobile,Electronics,4,25000,2026-02-28,Chennai
ORDC0218,CUST2646,Customer_26,P002,Mobile,Electronics,7,25000,2026-04-24,Chennai
ORDC0219,CUST1753,Customer_8,P003,Headphones,Electronics,5,2000,2026-03-25,Chennai
ORDC0220,CUST7141,Customer_92,P001,Laptop,Electronics,5,55000,2026-04-21,Chennai
ORDC0221,CUST7751,Customer_136,P003,Headphones,Electronics,4,2000,2026-05-25,Chennai
ORDC0222,CUST2293,Customer_45,P003,Headphones,Electronics,3,2000,2026-06-06,Chennai
ORDC0223,CUST4945,Customer_175,P007,Microwave,Home Appliances,10,12000,2026-05-08,Chennai
ORDC0224,CUST8555,Customer_60,P010,Football,Sports,3,900,2026-06-13,Chennai
ORDC0225,CUST1153,Customer_66,P005,Shoes,Clothing,8,2500,2026-04-30,Chennai
ORDC0226,CUST2210,Customer_41,P005,Shoes,Clothing,9,2500,2026-04-24,Chennai
ORDC0227,CUST7951,Customer_77,P006,Mixer,Home Appliances,10,3500,2026-06-26,Chennai
ORDC0228,CUST4263,Customer_78,P005,Shoes,Clothing,8,2500,2026-04-09,Chennai
ORDC0229,CUST7248,Customer_61,P008,Novel,Books,2,500,2026-05-27,Chennai
ORDC0230,CUST5837,Customer_76,P006,Mixer,Home Appliances,10,3500,2026-01-06,Chennai
ORDC0231,CUST1803,Customer_3,P007,Microwave,Home Appliances,5,12000,2026-06-05,Chennai
ORDC0232,CUST6772,Customer_59,P008,Novel,Books,5,500,2026-02-26,Chennai
ORDC0233,CUST3240,Customer_65,P004,T-Shirt,Clothing,10,800,2026-06-10,Chennai
ORDC0234,CUST8222,Customer_80,P002,Mobile,Electronics,1,25000,2026-01-09,Chennai
ORDC0235,CUST2476,Customer_34,P010,Football,Sports,6,900,2026-03-17,Chennai
ORDC0236,CUST4289,Customer_45,P006,Mixer,Home Appliances,7,3500,2026-02-03,Chennai
ORDC0237,CUST9221,Customer_136,P009,Cricket Bat,Sports,6,1800,2026-03-11,Chennai
ORDC0238,CUST5835,Customer_124,P003,Headphones,Electronics,5,2000,2026-03-28,Chennai
ORDC0239,CUST3306,Customer_20,P002,Mobile,Electronics,8,25000,2026-02-27,Chennai
ORDC0240,CUST2479,Customer_94,P007,Microwave,Home Appliances,9,12000,2026-04-12,Chennai
ORDC0241,CUST3024,Customer_138,P001,Laptop,Electronics,5,55000,2026-04-27,Chennai
ORDC0242,CUST7242,Customer_150,P006,Mixer,Home Appliances,5,3500,2026-06-13,Chennai
ORDC0243,CUST4830,Customer_173,P006,Mixer,Home Appliances,2,3500,2026-05-01,Chennai
ORDC0244,CUST6374,Customer_144,P001,Laptop,Electronics,10,55000,2026-06-06,Chennai
ORDC0245,CUST8606,Customer_163,P004,T-Shirt,Clothing,2,800,2026-06-29,Chennai
ORDC0246,CUST3290,Customer_30,P005,Shoes,Clothing,7,2500,2026-01-12,Chennai
ORDC0247,CUST2902,Customer_127,P001,Laptop,Electronics,5,55000,2026-01-25,Chennai
ORDC0248,CUST7367,Customer_35,P004,T-Shirt,Clothing,9,800,2026-04-27,Chennai
ORDC0249,CUST3531,Customer_108,P006,Mixer,Home Appliances,9,3500,2026-04-17,Chennai
ORDC0250,CUST7686,Customer_158,P002,Mobile,Electronics,8,25000,2026-03-13,Chennai
ORDC0251,CUST8264,Customer_56,P001,Laptop,Electronics,6,55000,2026-04-24,Chennai
ORDC0252,CUST7018,Customer_26,P004,T-Shirt,Clothing,6,800,2026-05-20,Chennai
ORDC0253,CUST5520,Customer_102,P006,Mixer,Home Appliances,1,3500,2026-02-18,Chennai
ORDC0254,CUST4475,Customer_24,P002,Mobile,Electronics,8,25000,2026-06-14,Chennai
ORDC0255,CUST6464,Customer_13,P010,Football,Sports,1,900,2026-03-04,Chennai
ORDC0256,CUST2124,Customer_53,P003,Headphones,Electronics,10,2000,2026-05-22,Chennai
ORDC0257,CUST4817,Customer_56,P004,T-Shirt,Clothing,10,800,2026-03-26,Chennai
ORDC0258,CUST5542,Customer_1,P003,Headphones,Electronics,10,2000,2026-02-07,Chennai
ORDC0259,CUST3858,Customer_65,P003,Headphones,Electronics,9,2000,2026-01-29,Chennai
ORDC0260,CUST6869,Customer_4,P001,Laptop,Electronics,3,55000,2026-03-02,Chennai
ORDC0261,CUST3854,Customer_5,P010,Football,Sports,6,900,2026-03-09,Chennai
ORDC0262,CUST9619,Customer_108,P001,Laptop,Electronics,3,55000,2026-01-30,Chennai
ORDC0263,CUST6931,Customer_115,P002,Mobile,Electronics,8,25000,2026-05-12,Chennai
ORDC0264,CUST9254,Customer_116,P010,Football,Sports,2,900,2026-02-26,Chennai
ORDC0265,CUST9543,Customer_169,P010,Football,Sports,1,900,2026-03-19,Chennai
ORDC0266,CUST8847,Customer_16,P008,Novel,Books,1,500,2026-04-13,Chennai
ORDC0267,CUST8267,Customer_126,P007,Microwave,Home Appliances,2,12000,2026-01-19,Chennai
ORDC0268,CUST3430,Customer_156,P002,Mobile,Electronics,6,25000,2026-01-17,Chennai
ORDC0269,CUST9984,Customer_160,P003,Headphones,Electronics,5,2000,2026-03-25,Chennai
ORDC0270,CUST5831,Customer_136,P007,Microwave,Home Appliances,10,12000,2026-04-27,Chennai
ORDC0271,CUST2624,Customer_111,P009,Cricket Bat,Sports,10,1800,2026-06-29,Chennai
ORDC0272,CUST8046,Customer_56,P002,Mobile,Electronics,9,25000,2026-04-26,Chennai
ORDC0273,CUST8430,Customer_87,P004,T-Shirt,Clothing,7,800,2026-04-13,Chennai
ORDC0274,CUST7992,Customer_81,P007,Microwave,Home Appliances,2,12000,2026-03-22,Chennai
ORDC0275,CUST8770,Customer_40,P005,Shoes,Clothing,6,2500,2026-01-18,Chennai
ORDC0276,CUST8075,Customer_24,P002,Mobile,Electronics,2,25000,2026-01-25,Chennai
ORDC0277,CUST1982,Customer_143,P006,Mixer,Home Appliances,3,3500,2026-05-31,Chennai
ORDC0278,CUST3002,Customer_85,P009,Cricket Bat,Sports,9,1800,2026-04-16,Chennai
ORDC0279,CUST5712,Customer_14,P006,Mixer,Home Appliances,7,3500,2026-06-03,Chennai
ORDC0280,CUST9313,,P005,Shoes,Clothing,6,2500,2026-02-24,Chennai
ORDC0281,CUST2773,Customer_58,P003,Headphones,Electronics,8,2000,2026-03-31,Chennai
ORDC0282,CUST5564,Customer_30,P009,Cricket Bat,Sports,6,1800,2026-05-27,Chennai
ORDC0283,CUST1430,Customer_144,P004,T-Shirt,Clothing,7,800,2026-06-05,Chennai
ORDC0284,CUST5477,Customer_47,P005,Shoes,Clothing,1,2500,2026-06-29,Chennai
